age,income,education_years,credit_score,approval,node_id
22,37377,10,613,1,2
44,33563,8,637,1,2
30,20000,12,728,1,2
22,21032,15,608,0,2
36,20000,14,699,1,2
42,34357,13,657,0,2
37,20168,8,649,0,2
39,20000,12,598,0,2
76,20000,8,577,0,2
43,21506,9,649,1,2
50,34843,13,768,0,2
18,41685,8,687,1,2
38,41998,13,769,1,2
42,26424,10,651,1,2
31,20000,16,492,0,2
26,29455,11,768,1,2
38,20021,13,644,1,2
31,20000,14,760,1,2
29,25453,13,725,1,2
46,26907,13,734,0,2
48,33920,8,695,1,2
38,20000,14,354,1,2
30,20000,8,733,1,2
40,28271,9,679,0,2
43,20000,8,726,1,2
41,36137,10,740,0,2
20,20000,9,683,0,2
31,20000,11,716,1,2
38,20000,8,505,0,2
41,60981,11,660,1,2
44,20000,9,721,1,2
42,20994,11,716,1,2
23,20000,14,562,0,2
27,20000,8,466,0,2
22,33085,11,590,0,2
53,23018,11,654,1,2
36,21710,8,677,1,2
40,39590,10,813,0,2
45,20000,15,773,0,2
31,38436,12,576,1,2
23,48457,10,713,1,2
30,20000,13,608,0,2
33,24996,12,729,1,2
50,20000,8,582,0,2
43,20000,10,779,1,2
24,20000,11,594,1,2
41,28358,11,614,1,2
42,31866,12,557,0,2
24,20000,11,731,1,2
33,20000,11,656,0,2
18,20000,10,692,1,2
38,20000,10,724,1,2
31,20000,10,566,1,2
21,20000,13,815,0,2
28,20000,11,727,1,2
37,20568,9,673,0,2
29,64940,13,650,1,2
37,30600,19,624,1,2
40,20330,11,597,1,2
26,22618,15,742,1,2
31,25698,10,669,1,2
56,20000,12,648,1,2
36,20000,14,594,0,2
26,20000,15,667,0,2
35,20000,18,850,1,2
21,23081,10,696,1,2
46,20000,12,452,1,2
38,20000,15,420,1,2
45,20000,15,721,1,2
44,22360,9,513,1,2
38,28958,11,679,1,2
44,20000,14,712,0,2
36,27093,15,719,1,2
28,20000,9,848,0,2
24,32687,13,610,0,2
30,21154,8,672,1,2
18,20000,15,590,0,2
53,20000,17,521,1,2
18,22957,8,573,1,2
34,20000,11,795,1,2
21,31288,8,796,1,2
18,20000,10,569,0,2
34,27336,13,731,1,2
31,20000,13,633,1,2
33,25434,13,740,0,2
40,31326,8,562,1,2
28,20000,9,682,0,2
38,20000,17,665,0,2
40,20000,12,563,0,2
31,25740,10,595,0,2
32,22137,12,601,0,2
40,27984,10,653,0,2
35,21159,12,818,1,2
36,20000,9,811,1,2
18,20000,9,812,0,2
35,20000,8,712,0,2
38,27449,17,749,0,2
33,67597,14,553,0,2
38,33671,13,658,0,2
54,20000,14,764,0,2
35,20000,11,688,1,2
41,28204,8,587,0,2
26,22004,13,701,0,2
26,20000,14,675,0,2
30,34127,13,671,1,2
24,21908,10,599,0,2
34,20000,8,720,0,2
25,20000,14,637,1,2
33,35403,13,576,1,2
20,22594,11,652,1,2
18,20000,11,711,0,2
28,20000,11,789,1,2
24,20000,10,768,0,2
28,40575,8,477,1,2
28,28384,11,759,1,2
31,59570,10,711,1,2
45,37204,12,701,0,2
48,26013,11,793,1,2
42,34275,12,823,1,2
31,23728,8,721,0,2
49,20000,13,644,1,2
19,20000,18,601,0,2
18,25865,11,678,0,2
37,20000,13,696,0,2
34,20000,14,588,1,2
33,20000,13,830,1,2
35,50958,12,811,1,2
18,20000,8,745,1,2
23,20000,9,849,0,2
47,20000,16,748,0,2
45,35616,12,622,1,2
27,38494,12,749,1,2
54,20000,17,850,1,2
24,29218,8,635,0,2
29,20000,15,531,1,2
37,21942,13,756,0,2
23,80971,8,487,1,2
30,35170,10,557,1,2
33,21473,13,694,0,2
31,20000,9,617,0,2
43,20000,9,830,0,2
40,20000,13,659,1,2
24,20000,11,722,1,2
28,29724,12,769,1,2
36,29382,11,663,1,2
34,24269,12,709,0,2
27,36197,12,477,1,2
39,20000,18,850,0,2
43,44181,13,666,1,2
28,20000,9,631,0,2
42,26559,13,594,1,2
18,27604,12,677,1,2
18,37691,20,596,1,2
39,59757,8,676,1,2
26,26179,14,589,1,2
25,20000,12,510,1,2
32,20000,16,576,0,2
28,25059,8,570,1,2
38,20000,8,690,0,2
20,20000,13,664,0,2
31,20000,14,600,1,2
66,30809,13,683,1,2
36,20000,13,588,1,2
18,20000,11,646,1,2
40,23642,15,622,1,2
40,20000,12,691,1,2
48,20000,10,562,1,2
36,45683,16,635,0,2
28,24870,9,646,0,2
49,59284,8,540,0,2
42,20000,10,655,1,2
18,36992,11,645,0,2
42,20162,11,742,0,2
32,84105,11,539,1,2
46,20000,13,504,0,2
31,20000,10,488,0,2
42,27225,9,671,1,2
36,24209,16,596,0,2
40,20000,11,551,0,2
34,34747,15,673,1,2
30,31103,12,735,1,2
35,34298,13,837,1,2
41,26908,16,773,0,2
39,20000,8,585,0,2
51,20000,15,794,1,2
39,29628,12,575,1,2
41,20000,14,691,1,2
56,51483,10,727,0,2
35,22387,12,503,0,2
40,20000,11,663,0,2
28,37004,8,659,1,2
35,21805,11,850,0,2
51,40078,17,589,1,2
38,24486,15,725,1,2
49,53324,16,632,1,2
24,20000,11,658,1,2
20,20000,11,557,0,2
38,20000,10,748,1,2
21,20000,8,774,0,2
61,29582,11,768,1,2
47,54424,9,480,1,2
22,20000,14,464,0,2
33,20000,14,642,1,2
29,30991,13,762,1,2
39,27635,9,730,1,2
34,20000,10,624,0,2
44,27010,16,581,0,2
49,22097,12,817,1,2
32,20000,15,791,1,2
23,31033,10,576,1,2
40,20000,14,643,0,2
33,20000,11,640,1,2
46,20000,10,850,0,2
33,48242,12,720,0,2
43,58758,9,762,0,2
38,44358,8,562,0,2
33,20000,16,677,0,2
30,20000,14,639,1,2
42,26159,10,665,0,2
60,20312,11,690,0,2
43,23612,15,643,0,2
33,20000,10,544,1,2
42,20000,8,766,1,2
36,20000,18,556,0,2
22,32414,8,571,1,2
38,37464,10,466,1,2
50,20000,8,685,1,2
31,29475,8,662,1,2
23,30356,12,584,0,2
39,20000,8,563,0,2
53,22135,13,666,1,2
44,33081,11,620,0,2
45,20000,11,547,1,2
58,41074,13,695,1,2
51,20000,13,740,0,2
42,22690,16,686,1,2
32,20000,8,734,0,2
36,20000,9,674,1,2
33,26095,14,804,1,2
43,21951,14,740,1,2
26,20000,10,616,0,2
50,20000,8,760,0,2
36,27137,12,686,1,2
30,20461,8,599,0,2
43,20000,8,583,1,2
18,22930,15,621,1,2
26,32115,8,455,0,2
28,22425,18,575,1,2
43,20000,12,601,0,2
30,33370,12,496,1,2
49,20000,20,563,0,2
30,29515,14,551,1,2
40,20476,11,497,0,2
27,20000,10,636,1,2
46,20000,10,670,1,2
32,20000,8,684,0,2
40,20000,13,763,0,2
30,20000,12,632,0,2
24,26675,9,602,1,2
32,38169,14,650,0,2
45,20000,10,774,0,2
24,20000,8,808,1,2
19,20000,8,594,0,2
31,24653,11,690,1,2
42,27064,12,634,1,2
24,22669,17,707,1,2
29,31200,10,406,0,2
36,20000,13,608,0,2
31,20000,14,463,1,2
37,25282,13,336,1,2
46,20000,12,687,1,2
35,28102,8,558,0,2
34,28220,10,778,0,2
42,20000,18,728,0,2
34,20000,12,776,1,2
25,20000,11,732,1,2
24,38092,8,604,1,2
23,20000,12,687,0,2
54,22694,17,499,1,2
34,20000,10,529,0,2
40,69811,9,700,1,2
42,20000,11,828,0,2
25,30238,10,671,1,2
41,20000,9,537,0,2
29,108656,18,642,1,2
18,20000,14,710,1,2
32,26323,8,752,0,2
24,20000,11,665,1,2
31,33176,14,823,0,2
38,20000,10,758,0,2
57,20000,14,690,1,2
30,20000,8,615,0,2
33,20000,13,850,0,2
38,22033,11,607,0,2
36,52607,13,620,1,2
33,20000,11,559,1,2
24,28924,9,676,0,2
25,22493,12,475,1,2
33,20000,13,705,0,2
23,20000,13,487,0,2
28,26778,8,715,1,2
22,21617,10,504,0,2
46,21546,11,519,1,2
20,20000,10,570,1,2
54,20000,10,665,0,2
29,28056,12,622,1,2
24,20000,15,545,1,2
23,20000,16,627,1,2
42,22850,15,703,1,2
45,25925,13,465,1,2
26,26715,8,773,0,2
38,20000,9,644,0,2
33,20000,13,380,0,2
32,32232,9,662,0,2
36,36342,15,626,0,2
42,40024,9,600,0,2
18,26101,12,612,1,2
18,33580,10,604,1,2
37,20000,12,723,1,2
34,20000,8,667,1,2
41,20177,10,709,1,2
18,20000,9,626,0,2
25,36164,8,778,1,2
50,32744,8,633,0,2
21,20000,14,708,0,2
38,20000,8,633,0,2
27,21451,13,635,1,2
30,22731,11,739,1,2
21,44456,13,734,1,2
46,20000,11,656,0,2
18,41611,11,663,0,2
23,20000,8,615,1,2
25,20000,19,715,0,2
46,50208,14,686,1,2
37,26545,14,736,0,2
41,22947,8,672,1,2
34,29271,9,651,0,2
37,20000,9,736,0,2
39,22416,12,637,0,2
50,24303,9,725,1,2
