age,income,education_years,credit_score,approval,node_id
33,21633,8,586,0,1
43,36994,13,560,0,1
27,30832,8,642,1,1
29,74193,10,589,0,1
36,36418,8,850,1,1
33,26285,13,809,0,1
30,29952,10,623,0,1
28,20000,14,720,1,1
29,20000,13,765,1,1
44,24004,11,632,0,1
18,28149,12,834,1,1
38,20000,14,742,1,1
32,20000,10,639,0,1
42,20000,14,470,0,1
40,25155,11,553,1,1
18,20000,12,681,1,1
40,27516,14,606,0,1
38,23133,15,647,1,1
35,37427,13,571,1,1
30,20000,12,674,0,1
43,50441,14,604,1,1
30,44749,8,494,0,1
53,22587,16,615,1,1
40,30490,8,592,1,1
56,29830,14,494,1,1
27,20000,10,792,1,1
18,23916,13,642,1,1
42,32502,11,617,0,1
43,25717,12,725,1,1
35,37259,9,641,1,1
19,23097,8,726,0,1
30,22933,13,501,0,1
41,20000,10,546,0,1
33,20000,10,704,1,1
33,20000,9,799,1,1
33,51675,17,653,1,1
25,24841,10,671,1,1
29,20000,12,567,1,1
20,26884,8,647,0,1
52,20010,16,579,0,1
30,20000,10,633,1,1
39,27999,8,722,1,1
24,20000,20,450,1,1
42,29414,8,671,0,1
18,20000,15,569,0,1
44,20000,14,585,0,1
34,28202,13,763,1,1
56,20000,11,679,0,1
21,20000,12,743,1,1
35,24396,15,473,1,1
38,29915,11,608,0,1
47,31966,12,604,0,1
30,21630,14,591,1,1
35,20000,12,694,1,1
18,57636,10,739,1,1
26,20000,16,539,1,1
39,54273,13,553,1,1
46,20000,11,524,0,1
32,39365,9,764,0,1
55,37608,8,598,1,1
52,20000,14,639,1,1
34,26308,14,616,0,1
18,32134,8,553,1,1
18,31272,10,687,1,1
27,20000,14,688,0,1
46,25616,19,744,0,1
38,20000,18,627,1,1
18,20000,14,620,1,1
32,36026,16,591,1,1
51,20000,10,798,1,1
31,43909,14,750,1,1
27,29769,8,645,0,1
55,20000,10,714,1,1
35,20320,12,591,0,1
30,20000,18,850,0,1
38,20000,14,590,0,1
35,28302,12,612,0,1
30,20000,11,612,1,1
47,49803,8,820,1,1
46,33875,13,664,1,1
43,20000,10,758,1,1
33,21818,12,638,0,1
46,20000,9,528,0,1
34,20000,12,727,1,1
39,35088,8,587,1,1
45,35415,13,518,1,1
43,34987,15,608,1,1
52,20000,14,713,0,1
39,37589,18,826,1,1
18,20000,12,511,1,1
23,35156,13,430,0,1
48,54516,13,743,1,1
31,23624,9,680,0,1
38,20000,18,593,0,1
26,20000,14,691,0,1
45,30348,11,722,1,1
31,40535,9,841,1,1
49,20000,13,636,0,1
29,20024,14,777,0,1
46,24752,12,604,0,1
41,27378,12,599,0,1
27,34724,11,692,1,1
45,20000,11,538,1,1
25,20000,16,519,1,1
26,36460,16,746,1,1
42,26800,8,453,0,1
28,27561,12,661,0,1
29,38663,8,617,1,1
31,23202,8,612,1,1
24,28681,13,516,1,1
45,20000,9,446,1,1
41,20000,8,583,0,1
34,20000,13,533,1,1
33,22860,15,607,0,1
39,20000,18,658,0,1
52,20000,10,575,1,1
43,25822,16,542,0,1
29,20000,8,679,1,1
42,23287,8,573,0,1
33,21812,13,554,1,1
33,20000,13,620,0,1
53,20000,15,678,0,1
30,45627,14,850,1,1
30,25804,11,811,1,1
18,20000,16,523,1,1
20,20000,14,517,0,1
39,26819,17,656,0,1
28,20000,9,705,1,1
40,29441,12,636,1,1
23,20000,10,850,0,1
27,24042,14,767,0,1
41,21445,11,814,1,1
49,20099,11,608,0,1
40,20000,8,560,1,1
46,24340,12,542,0,1
52,35114,15,638,0,1
45,20000,15,524,0,1
25,20000,8,586,1,1
33,23867,8,606,0,1
41,20742,18,744,0,1
30,26710,11,602,0,1
39,31544,11,509,0,1
19,42007,15,605,1,1
26,20780,12,668,0,1
40,20000,10,706,1,1
18,21272,11,557,0,1
23,26289,17,714,1,1
34,20060,8,788,0,1
