age,income,education_years,credit_score,approval,node_id
42,36332,12,606,1,3
48,20456,9,585,1,3
46,34238,10,689,1,3
33,24045,13,518,1,3
38,23716,12,593,0,3
31,24088,14,703,1,3
29,22409,12,589,0,3
54,36794,12,599,0,3
30,28111,13,684,1,3
54,20000,8,655,1,3
31,23489,11,613,0,3
37,21205,10,651,1,3
45,28070,14,557,0,3
35,24104,9,732,0,3
38,27099,12,537,0,3
32,20000,10,485,1,3
30,26630,13,688,0,3
33,42480,13,514,0,3
28,20000,11,550,0,3
51,49043,12,623,0,3
33,25553,12,716,0,3
52,20000,14,597,0,3
18,20000,10,600,0,3
35,37941,11,602,0,3
40,20000,10,682,0,3
32,20000,8,593,1,3
45,28939,12,668,0,3
41,20000,13,779,1,3
32,20000,9,621,0,3
39,20000,16,606,1,3
63,20833,9,550,1,3
37,29562,14,567,1,3
37,26943,12,519,0,3
30,27002,8,533,0,3
36,20000,11,585,0,3
22,23629,8,676,0,3
33,20000,11,691,0,3
59,59804,13,600,1,3
45,24278,17,675,1,3
41,20000,14,513,0,3
46,20000,8,849,0,3
53,49052,10,850,1,3
40,20000,16,631,1,3
55,20000,12,693,0,3
45,26952,17,652,0,3
36,20000,9,720,0,3
52,37545,10,579,0,3
18,50998,8,491,0,3
29,20000,10,723,1,3
37,38740,15,534,1,3
25,20000,8,678,1,3
33,20000,14,550,0,3
28,24905,13,566,1,3
28,24809,14,741,1,3
62,20000,10,804,0,3
41,33557,11,627,0,3
34,20000,18,600,1,3
48,20000,8,672,1,3
32,20000,14,588,1,3
43,32182,16,470,1,3
38,32923,13,641,0,3
51,30744,16,419,1,3
20,20000,8,685,1,3
42,23538,10,592,0,3
36,27690,8,661,0,3
23,20000,10,496,0,3
45,20000,11,568,0,3
26,30422,13,699,1,3
51,31314,9,779,1,3
40,25024,14,726,1,3
41,28883,8,681,1,3
35,25901,14,531,1,3
44,23741,10,699,0,3
18,20855,8,656,1,3
35,20000,8,611,1,3
28,20000,8,772,1,3
37,20000,8,566,0,3
34,70184,12,818,1,3
41,25087,15,578,1,3
26,21908,14,575,1,3
53,20000,8,632,1,3
58,20793,8,510,0,3
32,20000,10,595,0,3
34,28921,8,650,1,3
37,21704,11,473,1,3
47,33042,9,559,0,3
53,20000,19,503,1,3
22,26242,8,598,0,3
28,34152,12,756,0,3
24,20000,17,599,1,3
23,23953,10,623,1,3
18,24922,9,665,1,3
38,20000,16,531,1,3
23,20000,8,665,0,3
50,20000,8,590,1,3
44,39120,8,577,1,3
24,20000,12,471,1,3
24,20000,13,579,0,3
28,30606,11,745,1,3
48,20000,18,763,1,3
26,35654,10,612,1,3
20,27367,11,649,0,3
34,29704,10,600,0,3
38,20292,15,532,1,3
28,20000,11,462,1,3
51,20000,10,813,1,3
37,45633,16,544,1,3
39,20000,15,664,0,3
26,20000,14,798,1,3
34,48585,8,605,0,3
33,20000,8,627,0,3
18,20000,10,670,1,3
37,20000,10,608,1,3
18,20563,10,669,1,3
34,20000,11,611,1,3
20,20000,13,758,0,3
55,41887,8,694,0,3
38,32226,12,527,1,3
43,20000,10,513,0,3
44,20000,10,582,0,3
21,26025,10,585,0,3
18,20816,14,572,0,3
31,20000,12,739,0,3
43,37099,9,575,0,3
35,20000,12,601,0,3
42,40126,12,661,1,3
44,23524,13,449,1,3
20,28975,11,690,0,3
37,25001,14,705,0,3
54,33626,13,787,1,3
29,20000,8,550,1,3
18,20000,8,602,1,3
32,32558,8,669,1,3
30,24041,13,611,1,3
39,20000,9,503,1,3
26,43252,10,739,0,3
35,40351,11,620,1,3
18,45284,15,684,1,3
43,22921,18,542,0,3
50,26245,11,745,1,3
47,20000,17,614,1,3
19,20000,13,577,0,3
38,22759,15,728,1,3
18,24058,11,760,1,3
37,20000,8,556,0,3
34,54986,13,749,1,3
25,20000,15,811,1,3
38,20000,8,676,1,3
36,20000,11,509,0,3
44,42007,12,706,1,3
36,20000,13,756,1,3
37,20000,8,548,0,3
18,20000,10,817,0,3
23,20000,14,630,1,3
30,20000,17,638,1,3
37,36598,12,759,1,3
34,29865,14,671,1,3
50,36134,12,775,1,3
26,20000,13,649,0,3
32,77339,10,689,1,3
37,20000,11,652,1,3
32,20000,10,674,0,3
39,20000,12,708,0,3
29,23589,15,698,1,3
49,32150,12,620,0,3
31,20000,13,744,0,3
46,29596,10,642,1,3
34,51736,14,770,1,3
49,20000,8,712,0,3
21,20000,8,641,0,3
40,20000,10,577,1,3
30,24846,8,654,0,3
37,33816,13,789,1,3
46,32320,12,669,0,3
23,33416,9,747,0,3
21,44715,12,642,1,3
25,23475,8,619,0,3
37,35467,9,581,0,3
18,20000,10,456,0,3
35,20000,8,681,0,3
22,24845,15,654,0,3
23,20000,9,645,0,3
31,29314,15,728,1,3
38,43805,11,552,0,3
28,26950,12,819,1,3
30,20000,9,504,0,3
34,20000,11,675,0,3
32,43594,10,531,0,3
18,20000,12,622,0,3
30,23032,16,765,1,3
35,20000,10,500,0,3
45,22618,11,667,1,3
55,38108,13,660,0,3
41,20000,14,667,0,3
35,20000,11,675,0,3
25,45518,10,729,1,3
35,24624,10,699,0,3
42,31661,12,687,0,3
47,21814,12,738,1,3
26,32494,9,715,1,3
37,41455,11,636,1,3
43,43615,14,526,0,3
53,20000,11,728,0,3
37,20000,10,615,1,3
29,26834,14,813,0,3
28,24430,14,593,1,3
31,29228,13,528,0,3
28,20000,14,762,1,3
43,20000,10,574,1,3
45,27584,12,499,1,3
42,32552,12,766,0,3
46,30379,12,503,0,3
30,50499,8,780,1,3
38,33729,11,553,0,3
31,20000,13,689,1,3
35,36051,13,671,1,3
47,21110,11,467,1,3
34,41259,12,647,1,3
18,24809,8,606,0,3
32,27632,8,661,1,3
27,24682,8,701,0,3
19,22634,11,806,1,3
27,20000,16,624,1,3
44,22671,17,638,1,3
51,20000,8,850,0,3
30,28251,13,721,1,3
45,36169,15,724,1,3
46,61423,11,495,0,3
23,26556,8,508,1,3
34,20000,16,593,1,3
34,20000,10,629,0,3
36,58330,10,697,0,3
19,20000,17,850,0,3
31,34467,13,523,0,3
45,20000,14,607,1,3
47,21466,16,711,0,3
53,30995,11,675,1,3
31,25916,9,760,0,3
53,21573,14,619,1,3
41,20000,12,558,0,3
21,20000,14,850,0,3
42,36472,13,692,1,3
31,27388,9,528,0,3
40,20327,12,613,0,3
33,24426,11,641,1,3
47,20000,11,498,1,3
37,36722,11,725,0,3
32,41377,13,662,1,3
44,20000,12,610,1,3
37,23179,8,581,0,3
30,37202,14,811,0,3
47,20000,8,638,0,3
30,60918,18,569,1,3
28,46878,9,441,1,3
29,20000,11,539,0,3
20,35932,16,715,0,3
29,50569,11,795,1,3
53,20000,8,529,0,3
25,30019,8,441,0,3
35,20492,12,649,0,3
23,20000,13,640,1,3
28,31418,14,731,1,3
50,20000,12,574,0,3
43,20000,10,656,0,3
28,20000,13,459,0,3
35,21810,16,521,0,3
26,30165,9,590,1,3
27,21765,20,600,0,3
25,20408,10,698,0,3
26,21689,15,767,1,3
38,41967,17,503,1,3
40,28716,14,813,1,3
39,20000,13,570,1,3
33,20000,14,603,0,3
21,40229,16,758,0,3
34,20000,8,405,0,3
25,20000,13,500,0,3
43,21752,10,563,1,3
40,20000,10,654,0,3
42,34585,12,754,1,3
31,20000,12,755,1,3
18,45509,13,554,1,3
44,20000,10,721,1,3
47,20000,15,604,0,3
20,25365,8,795,0,3
36,20000,9,618,0,3
46,28815,8,752,1,3
24,32429,12,543,1,3
52,20000,10,724,0,3
31,20000,13,510,1,3
24,35396,9,657,0,3
48,20000,15,485,0,3
37,22275,14,632,1,3
28,26207,10,568,0,3
43,48049,8,549,0,3
18,20000,8,671,0,3
